opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,close_month,close_quarter,close_year,is_won,is_lost
PNO7D8PD,Zane Levy,GTX Basic,Hottechi,Engaging,2017-04-05,2017-05-22,472.0,5,2,2017,0,0
HJP5X1MT,Anna Snelling,GTX Basic,Dontechi,Won,2017-04-06,2017-06-09,527.0,6,2,2017,1,0
JO4MF90Q,Cassey Cress,GTX Basic,Kinnamplus,Lost,2017-04-06,2017-04-15,0.0,4,2,2017,0,1
RX95UPUC,Cassey Cress,GTX Plus Basic,Xx-zobam,Lost,2017-04-06,2017-05-30,0.0,5,2,2017,0,1
2GV66JA7,Daniell Hammack,MG Advanced,Hottechi,Engaging,2017-04-06,2017-05-22,472.0,5,2,2017,0,0
0SMQAD34,Darcel Schlecht,MG Advanced,Domzoom,Lost,2017-04-06,2017-04-08,0.0,4,2,2017,0,1
THMEDL51,Darcel Schlecht,MG Special,Rundofase,Won,2017-04-06,2017-04-14,64.0,4,2,2017,1,0
94B4785B,Donn Cantrell,MG Advanced,Plussunin,Won,2017-04-06,2017-04-15,2713.125,4,2,2017,1,0
AKMV6WN5,Elease Gluck,GTK 500,Hottechi,Engaging,2017-04-06,2017-05-22,472.0,5,2,2017,0,0
HPIKEMB9,Elease Gluck,MG Special,Hottechi,Engaging,2017-04-06,2017-05-22,472.0,5,2,2017,0,0
SLN6HHLD,Gladys Colclough,MG Special,Bioholding,Lost,2017-04-06,2017-04-16,0.0,4,2,2017,0,1
MU3PM8ON,Gladys Colclough,MG Advanced,Rundofase,Lost,2017-04-06,2017-04-13,0.0,4,2,2017,0,1
U0E0XHK9,Hayden Neloms,MG Advanced,Hottechi,Engaging,2017-04-06,2017-05-22,472.0,5,2,2017,0,0
E6GVZ30Q,James Ascencio,GTX Basic,Finjob,Won,2017-04-06,2017-05-21,561.0,5,2,2017,1,0
8254HM4E,Kami Bicknell,GTX Plus Basic,Hottechi,Engaging,2017-04-06,2017-05-22,472.0,5,2,2017,0,0
QVWM8LUB,Kary Hendrixson,GTX Basic,Hatfan,Lost,2017-04-06,2017-08-06,0.0,8,3,2017,0,1
7C2HU8OC,Kary Hendrixson,GTX Plus Basic,Faxquote,Lost,2017-04-06,2017-04-16,0.0,4,2,2017,0,1
74P8ZFDD,Kary Hendrixson,GTX Plus Pro,Plexzap,Won,2017-04-06,2017-04-07,2713.125,4,2,2017,1,0
MB3376Q1,Kary Hendrixson,GTXPro,Cheers,Won,2017-04-06,2017-04-12,2713.125,4,2,2017,1,0
RSAGMF10,Lajuana Vencill,GTX Basic,Streethex,Lost,2017-04-06,2017-04-14,0.0,4,2,2017,0,1
3N6VGWVS,Lajuana Vencill,MG Special,Gogozoom,Won,2017-04-06,2017-05-30,61.0,5,2,2017,1,0
KG61YJ92,Moses Frase,GTX Basic,Warephase,Won,2017-04-06,2017-06-24,575.0,6,2,2017,1,0
Z4A1R9CJ,Moses Frase,GTX Plus Basic,Finhigh,Won,2017-04-06,2017-05-22,1147.0,5,2,2017,1,0
I6ZWBDU6,Moses Frase,MG Advanced,Funholding,Won,2017-04-06,2017-06-12,2713.125,6,2,2017,1,0
3DB2J8UR,Niesha Huffines,GTX Basic,Isdom,Lost,2017-04-06,2017-04-16,0.0,4,2,2017,0,1
6ER2KL7X,Vicki Laflamme,MG Advanced,Condax,Lost,2017-04-06,2017-04-14,0.0,4,2,2017,0,1
CBTC7BHL,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-04-06,2017-05-04,525.0,5,2,2017,1,0
93JCG10L,Zane Levy,GTXPro,Dalttechnology,Won,2017-04-06,2017-04-12,2713.125,4,2,2017,1,0
X9BUD48V,Anna Snelling,GTX Basic,Warephase,Won,2017-04-07,2017-04-08,596.0,4,2,2017,1,0
QCNOCX0P,Boris Faz,GTXPro,Hottechi,Engaging,2017-04-07,2017-05-22,472.0,5,2,2017,0,0
TQLJOZBP,Boris Faz,MG Special,Zotware,Won,2017-04-07,2017-04-15,59.0,4,2,2017,1,0
9IE6GBXM,Cassey Cress,GTXPro,Ontomedia,Lost,2017-04-07,2017-05-14,0.0,5,2,2017,0,1
M9V8824W,Corliss Cosme,MG Advanced,Hottechi,Engaging,2017-04-07,2017-05-22,472.0,5,2,2017,0,0
BG2656VA,Corliss Cosme,GTX Plus Pro,Konex,Won,2017-04-07,2017-04-15,2713.125,4,2,2017,1,0
JXBUN5MY,Daniell Hammack,MG Advanced,Kan-code,Lost,2017-04-07,2017-04-15,0.0,4,2,2017,0,1
7TJEHAED,Darcel Schlecht,GTXPro,Gogozoom,Won,2017-04-07,2017-04-15,2713.125,4,2,2017,1,0
QPOE9V6Y,Donn Cantrell,MG Advanced,Opentech,Lost,2017-04-07,2017-04-17,0.0,4,2,2017,0,1
ULJM9JGL,Donn Cantrell,MG Advanced,Vehement Capital Partners,Lost,2017-04-07,2017-04-15,0.0,4,2,2017,0,1
PYY9M6Q4,Donn Cantrell,GTXPro,Mathtouch,Won,2017-04-07,2017-04-13,2713.125,4,2,2017,1,0
WAF692K8,Elease Gluck,MG Special,Dalttechnology,Won,2017-04-07,2017-06-24,51.0,6,2,2017,1,0
0UDLH6I3,Garret Kinder,GTX Basic,Zathunicon,Lost,2017-04-07,2017-04-15,0.0,4,2,2017,0,1
WUGE2QUO,Gladys Colclough,MG Advanced,Toughzap,Lost,2017-04-07,2017-04-18,0.0,4,2,2017,0,1
XBLA9VO6,James Ascencio,GTX Plus Basic,Sonron,Won,2017-04-07,2017-05-18,1103.0,5,2,2017,1,0
QL7H3WQZ,Jonathan Berthelot,GTX Plus Basic,Warephase,Won,2017-04-07,2017-04-09,1091.0,4,2,2017,1,0
DXBLA2BS,Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,2017-04-07,2017-04-17,1189.0,4,2,2017,1,0
EYW0QD8A,Jonathan Berthelot,GTXPro,Streethex,Won,2017-04-07,2017-06-27,2713.125,6,2,2017,1,0
NXWNJ7U5,Kami Bicknell,GTX Basic,Golddex,Lost,2017-04-07,2017-05-12,0.0,5,2,2017,0,1
8LVFBGN4,Kami Bicknell,GTX Plus Basic,Konex,Lost,2017-04-07,2017-04-16,0.0,4,2,2017,0,1
UUGY3W44,Kary Hendrixson,GTX Basic,Hottechi,Engaging,2017-04-07,2017-05-22,472.0,5,2,2017,0,0
BHHDOY2E,Kary Hendrixson,MG Advanced,Hottechi,Engaging,2017-04-07,2017-05-22,472.0,5,2,2017,0,0
SUQNORF2,Lajuana Vencill,GTX Basic,Codehow,Lost,2017-04-07,2017-04-16,0.0,4,2,2017,0,1
3M03SX77,Markita Hansen,GTX Basic,Condax,Won,2017-04-07,2017-04-13,522.0,4,2,2017,1,0
C7Y0UUIN,Markita Hansen,GTXPro,Goodsilron,Won,2017-04-07,2017-05-27,2713.125,5,2,2017,1,0
DI6H5ERU,Maureen Marcano,GTX Plus Basic,Rantouch,Won,2017-04-07,2017-04-08,1109.0,4,2,2017,1,0
SQZ293C0,Moses Frase,GTX Plus Pro,Genco Pura Olive Oil Company,Won,2017-04-07,2017-04-13,2713.125,4,2,2017,1,0
2SGRE4VE,Niesha Huffines,GTX Basic,Cancity,Lost,2017-04-07,2017-04-16,0.0,4,2,2017,0,1
AMKR98V4,Versie Hillebrand,GTX Plus Pro,Codehow,Lost,2017-04-07,2017-06-13,0.0,6,2,2017,0,1
DESFU690,Versie Hillebrand,GTX Plus Pro,Treequote,Lost,2017-04-07,2017-04-09,0.0,4,2,2017,0,1
V8HMIE7M,Versie Hillebrand,MG Special,Konmatfix,Lost,2017-04-07,2017-05-30,0.0,5,2,2017,0,1
91JBU17E,Versie Hillebrand,MG Advanced,Rangreen,Lost,2017-04-07,2017-04-12,0.0,4,2,2017,0,1
XDECB9X2,Vicki Laflamme,GTX Basic,Hottechi,Engaging,2017-04-07,2017-05-22,472.0,5,2,2017,0,0
4MMQZHCK,Vicki Laflamme,MG Advanced,Konex,Lost,2017-04-07,2017-04-16,0.0,4,2,2017,0,1
RSKU2ZHM,Zane Levy,MG Advanced,Finjob,Lost,2017-04-07,2017-04-13,0.0,4,2,2017,0,1
8LTQ9ESQ,Anna Snelling,MG Advanced,dambase,Lost,2017-04-08,2017-04-15,0.0,4,2,2017,0,1
EBBIJKLT,Anna Snelling,GTX Plus Basic,Stanredtax,Won,2017-04-08,2017-04-15,1142.0,4,2,2017,1,0
GL95LARP,Cassey Cress,GTXPro,Hottechi,Engaging,2017-04-08,2017-05-22,472.0,5,2,2017,0,0
8RIKWACO,Corliss Cosme,GTX Basic,Zathunicon,Won,2017-04-08,2017-05-27,491.0,5,2,2017,1,0
FM505XD5,Daniell Hammack,GTX Plus Pro,Y-corporation,Engaging,2017-04-08,2017-05-22,472.0,5,2,2017,0,0
U3394VAL,Darcel Schlecht,GTXPro,Finhigh,Lost,2017-04-08,2017-04-18,0.0,4,2,2017,0,1
G58AHYTW,Darcel Schlecht,MG Special,Domzoom,Lost,2017-04-08,2017-04-14,0.0,4,2,2017,0,1
KK7L97V7,Darcel Schlecht,GTXPro,Funholding,Won,2017-04-08,2017-04-09,2713.125,4,2,2017,1,0
GWRPJWRO,Donn Cantrell,GTXPro,Bioplex,Lost,2017-04-08,2017-04-16,0.0,4,2,2017,0,1
GNKFTK7J,Donn Cantrell,GTX Basic,Sumace,Won,2017-04-08,2017-06-14,547.0,6,2,2017,1,0
UEL6CAP9,Garret Kinder,GTX Basic,Umbrella Corporation,Lost,2017-04-08,2017-04-16,0.0,4,2,2017,0,1
2FEA30KT,Hayden Neloms,GTX Plus Basic,Singletechno,Won,2017-04-08,2017-05-25,935.0,5,2,2017,1,0
P2VXL7MO,Hayden Neloms,GTX Plus Pro,Scotfind,Won,2017-04-08,2017-04-10,2713.125,4,2,2017,1,0
YT7QY06V,Hayden Neloms,MG Advanced,Newex,Won,2017-04-08,2017-04-14,2713.125,4,2,2017,1,0
L66MAMK5,Kami Bicknell,GTX Basic,Sunnamplex,Won,2017-04-08,2017-04-17,501.0,4,2,2017,1,0
RGYBSSEK,Lajuana Vencill,MG Advanced,Statholdings,Won,2017-04-08,2017-04-17,2713.125,4,2,2017,1,0
J6F10SFK,Markita Hansen,MG Advanced,Hottechi,Engaging,2017-04-08,2017-05-22,472.0,5,2,2017,0,0
5KC9ZGBX,Maureen Marcano,GTXPro,Xx-holding,Won,2017-04-08,2017-04-12,2713.125,4,2,2017,1,0
AYIPNQFR,Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,2017-04-08,2017-04-10,0.0,4,2,2017,0,1
Q1MP64HG,Reed Clapper,GTX Plus Basic,Zotware,Won,2017-04-08,2017-06-11,1123.0,6,2,2017,1,0
XGD6BFD6,Rosie Papadopoulos,GTXPro,Xx-zobam,Won,2017-04-08,2017-04-09,2713.125,4,2,2017,1,0
1IH166HI,Versie Hillebrand,MG Special,Codehow,Lost,2017-04-08,2017-05-27,0.0,5,2,2017,0,1
U4IJO6SL,Vicki Laflamme,GTXPro,Hottechi,Engaging,2017-04-08,2017-05-22,472.0,5,2,2017,0,0
BK85705L,Vicki Laflamme,GTX Basic,Labdrill,Won,2017-04-08,2017-06-10,595.0,6,2,2017,1,0
77MKNCO3,Vicki Laflamme,GTX Plus Pro,Konex,Won,2017-04-08,2017-04-16,2713.125,4,2,2017,1,0
OB7TAJOZ,Zane Levy,GTX Basic,Faxquote,Lost,2017-04-08,2017-04-09,0.0,4,2,2017,0,1
DU0E2LMZ,Zane Levy,MG Special,Plexzap,Lost,2017-04-08,2017-04-13,0.0,4,2,2017,0,1
1B4CL153,Zane Levy,GTX Plus Pro,Xx-holding,Won,2017-04-08,2017-04-17,2713.125,4,2,2017,1,0
93X2W24Q,Anna Snelling,MG Advanced,Betatech,Won,2017-04-09,2017-06-02,2713.125,6,2,2017,1,0
U0E9CRX5,Boris Faz,GTX Basic,Zathunicon,Lost,2017-04-09,2017-04-18,0.0,4,2,2017,0,1
I7KV29LC,Cassey Cress,GTX Basic,Konex,Won,2017-04-09,2017-04-20,598.0,4,2,2017,1,0
NNM6GN1J,Cassey Cress,MG Advanced,Initech,Won,2017-04-09,2017-04-16,2713.125,4,2,2017,1,0
D1UDLFVY,Cecily Lampkin,GTX Basic,Funholding,Lost,2017-04-09,2017-04-10,0.0,4,2,2017,0,1
M8WP93D4,Cecily Lampkin,GTX Basic,Isdom,Lost,2017-04-09,2017-04-18,0.0,4,2,2017,0,1
3GPAFD3X,Cecily Lampkin,MG Special,Zumgoity,Lost,2017-04-09,2017-04-20,0.0,4,2,2017,0,1
PVLGUIEN,Corliss Cosme,MG Advanced,Hottechi,Engaging,2017-04-09,2017-05-22,472.0,5,2,2017,0,0
XUQ7RS1Q,Daniell Hammack,GTXPro,Betasoloin,Lost,2017-04-09,2017-05-30,0.0,5,2,2017,0,1
UFGI9P05,Darcel Schlecht,GTXPro,Ron-tech,Won,2017-04-09,2017-04-18,2713.125,4,2,2017,1,0
RDQZ245F,Elease Gluck,MG Special,Dalttechnology,Won,2017-04-09,2017-05-29,56.0,5,2,2017,1,0
JA2CDNVM,Gladys Colclough,MG Advanced,Inity,Won,2017-04-09,2017-04-14,2713.125,4,2,2017,1,0
R0XAJA2I,Hayden Neloms,GTX Plus Basic,Hottechi,Won,2017-04-09,2017-04-17,974.0,4,2,2017,1,0
BU1B6PHK,Kami Bicknell,GTX Plus Basic,Cheers,Won,2017-04-09,2017-04-10,915.0,4,2,2017,1,0
C3918FWQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Lost,2017-04-09,2017-08-12,0.0,8,3,2017,0,1
8GBXTWXE,Kary Hendrixson,MG Advanced,Blackzim,Lost,2017-04-09,2017-04-16,0.0,4,2,2017,0,1
Z29AX2KB,Kary Hendrixson,GTX Plus Basic,Condax,Won,2017-04-09,2017-06-20,983.0,6,2,2017,1,0
E733YMVH,Marty Freudenburg,GTX Plus Basic,Inity,Won,2017-04-09,2017-04-10,1204.0,4,2,2017,1,0
Y35ES8UY,Moses Frase,GTX Plus Pro,Condax,Lost,2017-04-09,2017-04-16,0.0,4,2,2017,0,1
QDRYCR05,Niesha Huffines,GTX Plus Basic,Konmatfix,Won,2017-04-09,2017-04-10,970.0,4,2,2017,1,0
TYWS7KJR,Reed Clapper,GTX Basic,Betasoloin,Won,2017-04-09,2017-04-16,575.0,4,2,2017,1,0
X22G55Y5,Rosie Papadopoulos,GTX Plus Pro,Ganjaflex,Won,2017-04-09,2017-06-18,2713.125,6,2,2017,1,0
X7FZMKZW,Versie Hillebrand,GTX Plus Basic,Finhigh,Lost,2017-04-09,2017-04-21,0.0,4,2,2017,0,1
72WE0PUH,Vicki Laflamme,MG Special,Rantouch,Won,2017-04-09,2017-06-16,64.0,6,2,2017,1,0
45B6VA2Y,Violet Mclelland,MG Special,Hottechi,Engaging,2017-04-09,2017-05-22,472.0,5,2,2017,0,0
SKBDCYV5,Zane Levy,GTX Plus Basic,Zencorporation,Engaging,2017-04-09,2017-05-22,472.0,5,2,2017,0,0
HLGGWYP1,Zane Levy,GTX Basic,Scotfind,Lost,2017-04-09,2017-04-15,0.0,4,2,2017,0,1
RU3OP2BA,Zane Levy,MG Advanced,J-Texon,Won,2017-04-09,2017-06-26,2713.125,6,2,2017,1,0
YXOM4S7G,Anna Snelling,MG Special,Finhigh,Lost,2017-04-10,2017-04-11,0.0,4,2,2017,0,1
JPH5WS60,Boris Faz,GTX Basic,Initech,Lost,2017-04-10,2017-04-11,0.0,4,2,2017,0,1
O1TDG6YN,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,2017-04-10,2017-04-17,0.0,4,2,2017,0,1
4INFXLM5,Cecily Lampkin,MG Special,Rangreen,Lost,2017-04-10,2017-04-20,0.0,4,2,2017,0,1
LIZMTGH2,Cecily Lampkin,MG Advanced,Isdom,Won,2017-04-10,2017-04-18,2713.125,4,2,2017,1,0
04LU4OPA,Daniell Hammack,GTX Plus Pro,Acme Corporation,Won,2017-04-10,2017-06-11,2713.125,6,2,2017,1,0
T1I8GE75,Daniell Hammack,GTXPro,Ganjaflex,Won,2017-04-10,2017-06-28,2713.125,6,2,2017,1,0
2HU581DM,Daniell Hammack,GTXPro,Xx-zobam,Won,2017-04-10,2017-04-11,2713.125,4,2,2017,1,0
75S7S74S,Darcel Schlecht,GTX Basic,Hottechi,Lost,2017-04-10,2017-04-18,0.0,4,2,2017,0,1
VTVF5TBV,Darcel Schlecht,GTXPro,Codehow,Lost,2017-04-10,2017-04-18,0.0,4,2,2017,0,1
6AC2ATXU,Darcel Schlecht,GTX Plus Pro,Gogozoom,Won,2017-04-10,2017-04-16,2713.125,4,2,2017,1,0
F4J6AVPQ,Darcel Schlecht,GTXPro,Condax,Won,2017-04-10,2017-04-17,2713.125,4,2,2017,1,0
NFTSU7RW,Darcel Schlecht,GTXPro,Globex Corporation,Won,2017-04-10,2017-04-17,2713.125,4,2,2017,1,0
NCUXZU3S,Darcel Schlecht,GTXPro,Stanredtax,Won,2017-04-10,2017-04-20,2713.125,4,2,2017,1,0
YGNVLLUR,Gladys Colclough,GTX Basic,Warephase,Lost,2017-04-10,2017-04-20,0.0,4,2,2017,0,1
XQ0N9T87,Hayden Neloms,MG Advanced,Hottechi,Engaging,2017-04-10,2017-05-22,472.0,5,2,2017,0,0
O08NQM1J,James Ascencio,MG Advanced,Cheers,Lost,2017-04-10,2017-04-11,0.0,4,2,2017,0,1
5OJ4IRW4,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-04-10,2017-06-27,1115.0,6,2,2017,1,0
ZLY8SZXO,Kami Bicknell,GTX Basic,Kan-code,Won,2017-04-10,2017-04-16,533.0,4,2,2017,1,0
DCC85LZO,Kami Bicknell,GTX Plus Basic,Cheers,Won,2017-04-10,2017-04-13,1290.0,4,2,2017,1,0
ZVWUL0LL,Kary Hendrixson,GTX Basic,Hottechi,Lost,2017-04-10,2017-04-12,0.0,4,2,2017,0,1
4R5LIB5F,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,2017-04-10,2017-06-13,0.0,6,2,2017,0,1
P010EEZF,Lajuana Vencill,MG Special,Dontechi,Lost,2017-04-10,2017-04-12,0.0,4,2,2017,0,1
7AL9GWK6,Lajuana Vencill,GTX Plus Basic,Codehow,Won,2017-04-10,2017-06-02,1047.0,6,2,2017,1,0
RHXY2M2W,Lajuana Vencill,MG Special,Gogozoom,Won,2017-04-10,2017-04-18,47.0,4,2,2017,1,0
IKU97NEU,Markita Hansen,MG Advanced,Funholding,Engaging,2017-04-10,2017-05-22,472.0,5,2,2017,0,0
R7SESFM0,Marty Freudenburg,GTX Basic,Condax,Lost,2017-04-10,2017-04-21,0.0,4,2,2017,0,1
X501NN9P,Marty Freudenburg,GTXPro,Rangreen,Won,2017-04-10,2017-06-09,2713.125,6,2,2017,1,0
AUDYTWRK,Maureen Marcano,GTX Plus Basic,Hottechi,Won,2017-04-10,2017-06-26,950.0,6,2,2017,1,0
EUKD4Z0V,Reed Clapper,GTXPro,Plussunin,Lost,2017-04-10,2017-04-16,0.0,4,2,2017,0,1
KPUHKYWU,Reed Clapper,GTXPro,The New York Inquirer,Won,2017-04-10,2017-04-20,2713.125,4,2,2017,1,0
B0KF3NFK,Versie Hillebrand,MG Special,Rundofase,Won,2017-04-10,2017-04-18,62.0,4,2,2017,1,0
70M5V003,Vicki Laflamme,MG Special,J-Texon,Lost,2017-04-10,2017-04-18,0.0,4,2,2017,0,1
456BP2X7,Zane Levy,MG Advanced,Hottechi,Engaging,2017-04-10,2017-05-22,472.0,5,2,2017,0,0
OC66D0JA,Zane Levy,GTX Basic,Goodsilron,Won,2017-04-10,2017-04-11,467.0,4,2,2017,1,0
KE7SZLG7,Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-04-11,2017-06-11,1075.0,6,2,2017,1,0
XYZ39YT2,Cecily Lampkin,MG Special,Betatech,Lost,2017-04-11,2017-04-19,0.0,4,2,2017,0,1
O4LNS6IC,Daniell Hammack,MG Special,Ontomedia,Won,2017-04-11,2017-04-13,52.0,4,2,2017,1,0
UKIM9XIZ,Darcel Schlecht,GTXPro,Inity,Lost,2017-04-11,2017-04-19,0.0,4,2,2017,0,1
5Z0ACVAM,Darcel Schlecht,GTXPro,Inity,Lost,2017-04-11,2017-04-12,0.0,4,2,2017,0,1
DIAR4IM7,Darcel Schlecht,GTXPro,Condax,Won,2017-04-11,2017-04-18,2713.125,4,2,2017,1,0
30YWHJV8,Donn Cantrell,GTX Plus Basic,Plussunin,Lost,2017-04-11,2017-04-18,0.0,4,2,2017,0,1
ABXW1X4U,Elease Gluck,GTX Basic,Faxquote,Lost,2017-04-11,2017-06-22,0.0,6,2,2017,0,1
SZ1H1L8I,Elease Gluck,GTX Plus Basic,Xx-holding,Won,2017-04-11,2017-04-13,1163.0,4,2,2017,1,0
IR03B656,Gladys Colclough,GTX Basic,Rundofase,Lost,2017-04-11,2017-04-21,0.0,4,2,2017,0,1
6NZROTHF,James Ascencio,GTX Plus Pro,Rantouch,Lost,2017-04-11,2017-06-10,0.0,6,2,2017,0,1
IFIIB8Y6,Kami Bicknell,GTX Basic,Konex,Lost,2017-04-11,2017-04-13,0.0,4,2,2017,0,1
J58BUYQH,Kary Hendrixson,GTX Plus Basic,Hottechi,Engaging,2017-04-11,2017-05-22,472.0,5,2,2017,0,0
R2CS85YJ,Kary Hendrixson,GTX Basic,Groovestreet,Lost,2017-04-11,2017-04-13,0.0,4,2,2017,0,1
8EAINY61,Kary Hendrixson,GTX Basic,Singletechno,Lost,2017-04-11,2017-04-18,0.0,4,2,2017,0,1
T23MHC9C,Kary Hendrixson,GTX Basic,Doncon,Won,2017-04-11,2017-04-18,568.0,4,2,2017,1,0
D30QC4EE,Kary Hendrixson,GTXPro,Rantouch,Won,2017-04-11,2017-06-19,2713.125,6,2,2017,1,0
JHIX3ODA,Moses Frase,MG Advanced,dambase,Lost,2017-04-11,2017-04-21,0.0,4,2,2017,0,1
BPUE8GTU,Moses Frase,MG Special,Rundofase,Won,2017-04-11,2017-06-06,46.0,6,2,2017,1,0
2DOJKFNW,Niesha Huffines,MG Advanced,dambase,Lost,2017-04-11,2017-04-12,0.0,4,2,2017,0,1
0PSKGNYE,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-04-11,2017-04-12,504.0,4,2,2017,1,0
J75N0QYA,Niesha Huffines,MG Special,Gogozoom,Won,2017-04-11,2017-04-13,55.0,4,2,2017,1,0
SDS8SAZC,Rosalina Dieter,GTXPro,Hatfan,Won,2017-04-11,2017-06-17,2713.125,6,2,2017,1,0
1426E8W6,Versie Hillebrand,GTX Basic,Cancity,Lost,2017-04-11,2017-04-21,0.0,4,2,2017,0,1
3BFBN8JW,Versie Hillebrand,MG Advanced,Funholding,Lost,2017-04-11,2017-04-18,0.0,4,2,2017,0,1
W1GERPB9,Vicki Laflamme,GTXPro,Fasehatice,Won,2017-04-11,2017-06-21,2713.125,6,2,2017,1,0
FN1QX0BQ,Violet Mclelland,MG Special,Hottechi,Engaging,2017-04-11,2017-05-22,472.0,5,2,2017,0,0
922DHXBA,Violet Mclelland,MG Special,Opentech,Lost,2017-04-11,2017-04-22,0.0,4,2,2017,0,1
L36WU4AH,Violet Mclelland,MG Special,Massive Dynamic,Won,2017-04-11,2017-04-12,55.0,4,2,2017,1,0
2K8H292S,Anna Snelling,GTX Basic,Rundofase,Lost,2017-04-12,2017-04-18,0.0,4,2,2017,0,1
7Y530NLJ,Boris Faz,GTX Plus Basic,Genco Pura Olive Oil Company,Engaging,2017-04-12,2017-05-22,472.0,5,2,2017,0,0
XNHGOHPW,Boris Faz,MG Advanced,Konex,Won,2017-04-12,2017-04-22,2713.125,4,2,2017,1,0
GAM8C5ET,Cassey Cress,GTX Plus Pro,Betasoloin,Lost,2017-04-12,2017-04-17,0.0,4,2,2017,0,1
BHT7UEDJ,Cassey Cress,GTX Basic,Zathunicon,Won,2017-04-12,2017-04-19,553.0,4,2,2017,1,0
7PAVX9CP,Cassey Cress,GTX Plus Basic,Gekko & Co,Won,2017-04-12,2017-04-14,1114.0,4,2,2017,1,0
IVW8MQGN,Cecily Lampkin,MG Advanced,dambase,Won,2017-04-12,2017-04-20,2713.125,4,2,2017,1,0
CVFUMOK9,Corliss Cosme,GTX Plus Pro,Rangreen,Engaging,2017-04-12,2017-05-22,472.0,5,2,2017,0,0
1VHUPB8X,Darcel Schlecht,GTX Plus Basic,Streethex,Lost,2017-04-12,2017-04-14,0.0,4,2,2017,0,1
G5FN7I7T,Darcel Schlecht,MG Advanced,Gogozoom,Lost,2017-04-12,2017-06-28,0.0,6,2,2017,0,1
OHVPXBSR,Donn Cantrell,GTXPro,Yearin,Won,2017-04-12,2017-04-13,2713.125,4,2,2017,1,0
GHY9QZKG,Hayden Neloms,MG Special,Goodsilron,Lost,2017-04-12,2017-04-16,0.0,4,2,2017,0,1
M9RGVU1F,Jonathan Berthelot,GTXPro,Cancity,Lost,2017-04-12,2017-04-24,0.0,4,2,2017,0,1
JBBJL4C2,Jonathan Berthelot,GTX Basic,Dontechi,Won,2017-04-12,2017-06-23,531.0,6,2,2017,1,0
HMI6RBK9,Jonathan Berthelot,GTX Basic,Rangreen,Won,2017-04-12,2017-06-16,544.0,6,2,2017,1,0
2EKGLB0Q,Kami Bicknell,GTX Basic,Y-corporation,Won,2017-04-12,2017-04-13,478.0,4,2,2017,1,0
NBYPJR21,Kami Bicknell,GTXPro,Finjob,Won,2017-04-12,2017-04-22,2713.125,4,2,2017,1,0
HYPZOTY8,Kami Bicknell,MG Special,Goodsilron,Won,2017-04-12,2017-04-19,51.0,4,2,2017,1,0
31I0SB7T,Kami Bicknell,MG Advanced,Konex,Won,2017-04-12,2017-04-19,2713.125,4,2,2017,1,0
R0CLLIH9,Kary Hendrixson,GTXPro,Hottechi,Engaging,2017-04-12,2017-05-22,472.0,5,2,2017,0,0
UIDAJBAI,Kary Hendrixson,GTXPro,Doncon,Lost,2017-04-12,2017-04-13,0.0,4,2,2017,0,1
VO3C2LE4,Kary Hendrixson,MG Special,Groovestreet,Lost,2017-04-12,2017-04-16,0.0,4,2,2017,0,1
UC7JT39Q,Markita Hansen,MG Special,Golddex,Lost,2017-04-12,2017-04-13,0.0,4,2,2017,0,1
F1LLBOUV,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2017-04-12,2017-04-13,0.0,4,2,2017,0,1
7H9J8W50,Marty Freudenburg,GTX Plus Pro,Hottechi,Lost,2017-04-12,2017-04-14,0.0,4,2,2017,0,1
8O03S3U3,Moses Frase,GTX Plus Pro,Conecom,Lost,2017-04-12,2017-04-22,0.0,4,2,2017,0,1
TGQN6HTN,Reed Clapper,GTX Plus Pro,Kan-code,Won,2017-04-12,2017-06-21,2713.125,6,2,2017,1,0
X8GGF9MG,Rosalina Dieter,MG Special,Dontechi,Engaging,2017-04-12,2017-05-22,472.0,5,2,2017,0,0
CPJK2600,Versie Hillebrand,MG Special,Statholdings,Lost,2017-04-12,2017-04-19,0.0,4,2,2017,0,1
3P7QQSVF,Vicki Laflamme,MG Special,Hottechi,Engaging,2017-04-12,2017-05-22,472.0,5,2,2017,0,0
PGXIPGDM,Vicki Laflamme,MG Advanced,Lexiqvolax,Engaging,2017-04-12,2017-05-22,472.0,5,2,2017,0,0
TLXS1NB8,Vicki Laflamme,GTX Plus Pro,Green-Plus,Lost,2017-04-12,2017-04-19,0.0,4,2,2017,0,1
TRR34NSR,Vicki Laflamme,GTX Basic,Hottechi,Won,2017-04-12,2017-06-06,638.0,6,2,2017,1,0
F2KINGVU,Vicki Laflamme,MG Special,J-Texon,Won,2017-04-12,2017-04-23,50.0,4,2,2017,1,0
Q169CIK6,Violet Mclelland,MG Advanced,Bioplex,Lost,2017-04-12,2017-04-18,0.0,4,2,2017,0,1
